method,method_short,scene,mode,run,partial,iteration_offset,iteration,total_iterations,images_seen,stage,training_time_s,wall_time_s,benchmark_overhead_s,psnr,ssim,lpips,eval_l1_loss,eval_photometric_loss,eval_loss,num_gaussians,train_batch_loss,eval_duration_s
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,iterations,hellwarrior_iters30000,False,0,18000,18000,18000,single_stage,1155.698493719101,1241.5045428276062,85.80604910850525,33.758832931518555,0.9528840005397796,0.07144936732947826,0.005192830157466233,0.013577464018017064,0.005192830157466233,410118,0.0021379461977630854,4.030710935592651
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,iterations,hellwarrior_iters30000,False,0,19000,19000,19000,single_stage,1241.722697019577,1331.5725407600403,89.84984374046326,33.74986925125122,0.9528444677591323,0.0710268659517169,0.005186788132414221,0.01358053695410491,0.005186788132414221,410118,0.0019975637551397085,4.068628787994385
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,iterations,hellwarrior_iters30000,False,0,20000,20000,20000,single_stage,1327.5572395324707,1421.4883887767792,93.93114924430847,33.742660236358645,0.952593207359314,0.07084844261407852,0.005201908317394555,0.013642885182052852,0.005201908317394555,410118,0.002093488583341241,4.063410520553589
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,iterations,hellwarrior_iters30000,False,0,21000,21000,21000,single_stage,1412.357096195221,1510.3649351596832,98.00783896446228,33.79088077545166,0.9525787919759751,0.07062809653580189,0.005171970289666206,0.013621817836537953,0.005171970289666206,410118,0.0018437362741678953,4.0533363819122314
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,iterations,hellwarrior_iters30000,False,0,22000,22000,22000,single_stage,1497.7782890796661,1599.854152917862,102.0758638381958,33.75252685546875,0.9525286376476287,0.07041740249842406,0.005179905937984586,0.013638197220861922,0.005179905937984586,410118,0.0019254067447036505,4.050943613052368
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,iterations,hellwarrior_iters30000,False,0,23000,23000,23000,single_stage,1583.879102230072,1690.0261626243591,106.14706039428711,33.747161293029784,0.9522033959627152,0.07027992531657219,0.005189842544496059,0.01371119484305381,0.005189842544496059,410118,0.0024454109370708466,4.075917720794678
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,iterations,hellwarrior_iters30000,False,0,24000,24000,24000,single_stage,1670.1530032157898,1780.3890793323517,110.23607611656189,33.77094602584839,0.9522180646657944,0.07026173118501902,0.00517552049132064,0.013696803459897634,0.00517552049132064,410118,0.0016603681724518538,4.055116176605225
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,iterations,hellwarrior_iters30000,False,0,25000,25000,25000,single_stage,1756.3650739192963,1870.669563293457,114.30448937416077,33.755355262756346,0.9520442754030227,0.06995029132813216,0.005194005044177175,0.013746348954737198,0.005194005044177175,410118,0.0020256713032722473,4.069474220275879
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,iterations,hellwarrior_iters30000,False,0,26000,26000,26000,single_stage,1841.4987223148346,1959.8953793048859,118.39665699005127,33.75714368820191,0.9517866969108582,0.06997290831059218,0.005196185002569109,0.013799608619883656,0.005196185002569109,410118,0.00169189868029207,4.06095027923584
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,iterations,hellwarrior_iters30000,False,0,27000,27000,27000,single_stage,1926.6939544677734,2049.1650767326355,122.47112226486206,33.738971424102786,0.9516827881336212,0.06994596645236015,0.005209957412444055,0.01383140830323101,0.005209957412444055,410118,0.0016712856013327837,4.059799671173096
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,iterations,hellwarrior_iters30000,False,0,28000,28000,28000,single_stage,2012.9764142036438,2139.520800590515,126.54438638687134,33.734404945373534,0.951582846045494,0.06992189437150956,0.00521291762124747,0.013853764887899168,0.00521291762124747,410118,0.0015168589306995273,4.0683817863464355
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,iterations,hellwarrior_iters30000,False,0,29000,29000,29000,single_stage,2099.318328142166,2229.944560289383,130.6262321472168,33.72408475875854,0.9514038145542145,0.0698848657310009,0.005214613722637295,0.013890928067266934,0.005214613722637295,410118,0.0015577392186969519,4.05544114112854
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,iterations,hellwarrior_iters30000,False,0,30000,30000,30000,single_stage,2186.04620718956,2320.7418053150177,134.69559812545776,33.711670875549316,0.9512358546257019,0.06988745909184217,0.005216945533175021,0.013926385501399633,0.005216945533175021,410118,0.001279657008126378,4.073683738708496
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,target_eval_loss,hellwarrior_loss0p005358,False,0,2,2,2,single_stage,7.3909759521484375e-06,7.3909759521484375e-06,0.0,6.435346293449402,0.0497822243720293,0.18754202947020532,0.4704053923487663,0.5663678690046072,0.4704053923487663,100000,0.580154299736023,15.683414936065674
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,target_eval_loss,hellwarrior_loss0p005358,False,0,421,421,421,single_stage,30.084726572036743,45.92242789268494,15.837701320648193,30.18781461715698,0.9286512076854706,0.11970262825489045,0.008548280247487128,0.021108382660895583,0.008548280247487128,100000,0.019618647173047066,3.8706953525543213
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,target_eval_loss,hellwarrior_loss0p005358,False,0,1134,1134,1134,single_stage,60.0968337059021,80.23169994354248,20.13486623764038,30.914970111846923,0.937094184756279,0.11661650203168392,0.007672686083242297,0.01871931191533803,0.007672686083242297,6034,0.017105530947446823,3.6894259452819824
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,target_eval_loss,hellwarrior_loss0p005358,False,0,1846,1846,1846,single_stage,90.10844707489014,113.99985790252686,23.89141082763672,31.58374767303467,0.9431624621152878,0.10880369022488594,0.006925204768776894,0.016907671391963964,0.006925204768776894,14185,0.01587190479040146,3.8126327991485596
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,target_eval_loss,hellwarrior_loss0p005358,False,0,2448,2448,2448,single_stage,120.13609218597412,147.94525837898254,27.809166193008423,32.067671394348146,0.9453406423330307,0.1041210450232029,0.006585620273835957,0.01620036775246262,0.006585620273835957,23679,0.013716468587517738,3.842268466949463
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,target_eval_loss,hellwarrior_loss0p005358,False,0,3066,3066,3066,single_stage,150.15776300430298,181.9948856830597,31.837122678756714,32.2138373374939,0.9447450190782547,0.10102426335215568,0.006458060606382788,0.01621744466945529,0.006458060606382788,35143,0.014381637796759605,3.935213088989258
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,target_eval_loss,hellwarrior_loss0p005358,False,0,3673,3673,3673,single_stage,180.16306805610657,216.08031392097473,35.917245864868164,33.145619010925294,0.950900536775589,0.09489663802087307,0.005660275160335004,0.014348112773150215,0.005660275160335004,42490,0.01166592538356781,3.877967357635498
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,target_eval_loss,hellwarrior_loss0p005358,False,0,4258,4258,4258,single_stage,210.20245051383972,250.1671483516693,39.96469783782959,33.43351402282715,0.9524166852235794,0.09167756661772727,0.005401271628215909,0.013837680257856855,0.005401271628215909,60064,0.008138526231050491,3.9505441188812256
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,target_eval_loss,hellwarrior_loss0p005358,False,0,4836,4836,4836,single_stage,240.21802353858948,284.40300488471985,44.18498134613037,33.66022806167602,0.9532923817634582,0.08901002928614617,0.005244447477161884,0.013537081629037866,0.005244447477161884,80189,0.007215985096991062,4.048060655593872
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,target_eval_loss,hellwarrior_loss0p005358,False,0,5405,5405,5405,single_stage,270.2267818450928,318.9114453792572,48.68466353416443,33.45639305114746,0.9526191979646683,0.08536488618701696,0.005405259237159043,0.013800367796793571,0.005405259237159043,103255,0.007617246359586716,4.0692784786224365
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,target_eval_loss,hellwarrior_loss0p005358,False,0,5983,5983,5983,single_stage,300.24291253089905,353.01730012893677,52.77438759803772,33.88154420852661,0.9545136839151382,0.0844896687194705,0.0050983758410438895,0.013175963889807463,0.0050983758410438895,123855,0.006184240337461233,4.129249572753906
4DGS native-4D (fudan-zvg),4DGS-fudan,hellwarrior,target_eval_loss,hellwarrior_loss0p005358,False,0,6545,6545,6545,single_stage,330.26595520973206,387.7693808078766,57.50342559814453,33.71695404052734,0.953313997387886,0.08434499520808458,0.0052207679953426124,0.013513814918696885,0.0052207679953426124,120075,0.006127485539764166,4.118248701095581
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,2,2,16,single_stage,9.5367431640625e-06,9.5367431640625e-06,0.0,6.539580011367798,0.050958691723644735,0.19215238764882087,0.4582288056612015,0.5563913061842323,0.4582288056612015,300000,0.06977907568216324,6.953982591629028
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,1000,1000,8000,single_stage,390.3802044391632,397.7616436481476,7.381439208984375,29.08812847137451,0.9419908195734024,0.07421948667615652,0.008571672183461488,0.01845917383208872,0.008571672183461488,19857,0.0021207034587860107,3.9092650413513184
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,2000,2000,16000,single_stage,640.5607869625092,651.9742066860199,11.413419723510742,30.986889266967772,0.9554855346679687,0.0560306828469038,0.006747651775367558,0.014301014486700306,0.006747651775367558,63864,0.0010959358187392354,3.961031675338745
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,3000,3000,24000,single_stage,903.2353665828705,919.0199508666992,15.784584283828735,31.56091442108154,0.9590927869081497,0.049576872028410435,0.006200230051763356,0.013141626659780746,0.006200230051763356,108974,0.0006881847511976957,4.003389120101929
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,4000,4000,32000,single_stage,1181.098138809204,1201.3456454277039,20.247506618499756,31.88855094909668,0.9608218938112258,0.04615241475403309,0.0059557125088758765,0.012600191244855532,0.0059557125088758765,141089,0.0006123335915617645,3.9533889293670654
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,5000,5000,40000,single_stage,1474.2587130069733,1499.1606814861298,24.901968479156494,31.896457290649415,0.9607961624860764,0.044369214493781325,0.005957997892983258,0.012607165817171336,0.005957997892983258,176674,0.0003936723223887384,3.965712785720825
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,6000,6000,48000,single_stage,1784.2443425655365,1817.9559063911438,33.7115638256073,31.826307582855225,0.9603969126939773,0.04365493161603808,0.006019442307297141,0.01273617130704225,0.006019442307297141,208317,0.00028979076887480915,4.0107972621917725
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,7000,7000,56000,single_stage,2102.2358775138855,2139.9723885059357,37.73651099205017,31.828510761260986,0.9603664189577102,0.04303513653576374,0.006016418873332441,0.012739851307123904,0.006016418873332441,223483,0.00026813632575795054,3.974146842956543
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,8000,8000,64000,single_stage,2430.3408813476562,2472.064895629883,41.72401428222656,31.726582336425782,0.9596615135669708,0.0430746859870851,0.006086399173364043,0.01293681662529707,0.006086399173364043,250553,0.00026320532197132707,3.980590343475342
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,9000,9000,72000,single_stage,2766.0580201148987,2811.7815289497375,45.72350883483887,31.623304653167725,0.9590344876050949,0.043121288530528545,0.006155695498455316,0.013117658877745273,0.006155695498455316,275281,0.00022376497508957982,3.987774610519409
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,10000,10000,80000,single_stage,3107.3367400169373,3157.060964345932,49.72422432899475,31.606975650787355,0.9589349031448364,0.0428068052046001,0.0061803350923582915,0.013157287444919348,0.0061803350923582915,283758,0.00021902803564444184,3.9806594848632812
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,11000,11000,88000,single_stage,3457.4004051685333,3511.1222138404846,53.721808671951294,31.496550369262696,0.9582770764827728,0.04312409879639745,0.0062559011625126,0.013349305633455514,0.0062559011625126,305841,0.00022528652334585786,4.03163743019104
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,12000,12000,96000,single_stage,3811.3268270492554,3869.0940001010895,57.767173051834106,31.40366506576538,0.9578325062990188,0.04330486934632063,0.006311350513715297,0.013482579151168472,0.006311350513715297,326873,0.00020760676125064492,4.074349880218506
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,13000,13000,104000,single_stage,4167.6962876319885,4229.551960468292,61.85567283630371,31.37159299850464,0.9577455371618271,0.04330700263381004,0.006329520116560161,0.013514508660882711,0.006329520116560161,328566,0.0001812135160434991,4.0335516929626465
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,14000,14000,112000,single_stage,4531.563305854797,4597.465918302536,65.90261244773865,31.261107444763184,0.9572165995836258,0.04351091766729951,0.006391902337782085,0.013670201953500506,0.006391902337782085,346907,0.00015731173334643245,4.03778338432312
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,15000,15000,120000,single_stage,4897.656462907791,4967.61328959465,69.95682668685913,31.18871784210205,0.9567089349031448,0.043734665401279925,0.006447687512263656,0.013816363029181968,0.006447687512263656,364230,0.00016980628424789757,4.082745313644409
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,16000,16000,128000,single_stage,5263.425676345825,5337.478806257248,74.05312991142273,31.08198642730713,0.9561975598335266,0.04402863560244441,0.0065126359811984,0.013970596818253399,0.0065126359811984,364230,0.00018514945986680686,4.063702344894409
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,17000,17000,136000,single_stage,5628.245243310928,5706.375816345215,78.1305730342865,31.062829208374023,0.9559021532535553,0.04421381326392293,0.006537817639764398,0.014049823461100454,0.006537817639764398,364230,0.00020689504162874073,4.044471025466919
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,18000,18000,144000,single_stage,5993.561188697815,6075.750884056091,82.18969535827637,31.012541675567626,0.9554830759763717,0.04438284272328019,0.0065842189360409975,0.014170759953558454,0.0065842189360409975,364230,0.00023952723131515086,4.051723003387451
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,19000,19000,152000,single_stage,6359.030012130737,6445.295657873154,86.26564574241638,30.97344512939453,0.9551819682121276,0.04472982380539179,0.006613340065814555,0.014254278410226116,0.006613340065814555,364230,0.00016969459829851985,4.005828142166138
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,20000,20000,160000,single_stage,6722.820093870163,6813.105373620987,90.28527975082397,30.913731002807616,0.9548560798168182,0.044925667345523834,0.006656586111057549,0.014354052925482402,0.006656586111057549,364230,0.0001539406948722899,4.052703619003296
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,21000,21000,168000,single_stage,7086.356928825378,7180.709903240204,94.35297441482544,30.899921131134032,0.9546422183513641,0.044993105437606574,0.006675161072053015,0.014411685187369596,0.006675161072053015,364230,0.00011813057790277526,4.040311098098755
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,22000,22000,176000,single_stage,7446.840501785278,7545.256620883942,98.41611909866333,30.835831737518312,0.9542332947254181,0.04531562104821205,0.006725188042037189,0.014533491488546137,0.006725188042037189,364230,0.00012533889093901962,4.054560661315918
4DGS native-4D (fudan-zvg),4DGS-fudan,hook,iterations,hook_iters30000,False,0,23000,23000,184000,single_stage,7806.901789426804,7909.386433124542,102.48464369773865,30.829125690460206,0.954062569141388,0.04542440650984645,0.006740069633815437,0.014579541878774754,0.006740069633815437,364230,0.0001448986877221614,4.048227548599243
